,Energy_Unit_log,Event_freq_unit_per_day_log,Duration_days_log,Energy_per_Volume_log,Energy_density_Joule,Volume_m3,Energy_Joule_per_day,Volume_m3_per_day,Intensity_Level_encoded
208,3.2493909631986844,1.6101458640637083,1.8486930087335387,1.8338350169242605,5.635786564042186,4.811824836694884,4.9251078459989595,4.102148152064105,3
209,3.7816415183724144,1.3943127412241767,2.7204235759728967,2.2939436101151935,5.454674721483577,4.86097119016822,4.3267459271367805,3.7148774551406363,3
210,3.6610029493890854,1.7447286268297653,1.6909670539255233,2.1626523608810664,6.0108698189569365,4.9034063050780805,5.235449853796694,4.141692279257666,3
211,3.849679719289968,1.7448789384808758,1.7252235317448317,2.3255291666536495,6.375519890159383,5.004533650265556,5.529111695322319,4.183280306588881,3
212,3.049264055804273,1.1182446141975408,2.380755428254995,1.6238745969572508,5.992176869938863,4.925431756624297,4.981840892326651,3.960212516185509,3
213,2.9529037874412776,1.0711293141543548,2.344642690752126,1.5525928266566573,6.126060037066136,4.96495221700561,5.187329902783939,4.035155302306707,3
214,2.8996568810282377,1.0417149765588862,2.334920073063518,1.5080506478032212,6.179691076762682,4.974705383731578,5.284135086838451,4.0748316815730385,3
215,3.265414368287969,1.2586798630114413,2.3947593090361163,1.80186944230013,5.910642766086475,4.910335805421848,4.886502326329871,3.9313904107504523,3
216,3.052713543621653,0.8105003906773571,2.8338044358769547,1.8212287138832957,4.757309078233803,3.842709967571864,3.572228054391205,2.670335414959875,1
217,1.2462720305858732,0.3896631057854526,1.3852096254550055,0.4757582140609782,2.965071348748407,4.175526948722064,2.4933658389146487,3.6836216067302248,0
218,1.4024725760317054,0.46980086935837256,1.7983654733263668,0.5254585420173764,4.434611548936692,4.284737417578584,3.758203221418391,3.5929045244682714,1
219,1.9387775987493419,0.9210838554358081,1.609005807651157,1.0283589899227463,5.282339988271076,3.3849482479798034,4.713544257228181,2.67196205582016,0
220,2.8885170505372515,1.054583858683723,2.3049673206626142,1.5785503945987385,4.7694751513387095,4.4116322733817475,3.815621550378013,3.451152796817065,2
221,1.2601753634584472,0.38215998446031163,1.9455382455348826,0.5031699451583891,2.7809367406428533,3.8556893573802227,2.3731866955721075,3.0766855378829847,0
222,2.893851611547771,0.7894910957918234,2.7131760258278286,1.5003071341591248,4.608647809224798,4.841773273797471,3.4648250421996125,3.6927420911524473,0
223,1.2491047612264503,0.3869417254119618,1.3947498814656887,0.5512647649915985,2.796210174908382,3.4358898786619254,2.3728271436405093,2.9645595250337755,0
224,3.845690960180906,1.5328437416675227,2.827550623384044,2.3199647671850707,6.398522090496334,4.9748023547377445,5.526355512322513,3.758574547680595,3
225,2.4059001714484776,0.8087160533984374,2.1998084087243606,1.0940872860820228,6.38549395095925,5.03452796033808,5.536338826348009,4.184061543955038,3
226,1.92560675285731,0.5615222105190202,2.1959858982122227,0.9964491087676893,4.361655296192574,3.494530098225701,3.452441935930157,2.669828954633267,1
227,1.3842023960687506,0.3921009122673692,2.0804558348443645,0.5137187404892269,5.06491514597251,4.437398990816298,4.210616876525974,3.5960034651571773,2
228,3.001743522355761,1.0619270542298176,2.3996688917611237,1.5872040880737561,3.6596260182179288,4.828314949301516,2.675874252717456,3.8361136938337648,2
229,2.55109329194331,1.6052444817656375,1.3837197737681612,1.3456808771462232,3.5568224195643126,4.222538555958148,3.070168115341566,3.742157010940468,1
230,2.4806623457024055,0.7972977767605439,2.3013397024292037,1.2973067684826052,5.909687323231593,4.140561691514266,4.975447547216177,3.1837577421035554,2
231,2.7048517519274573,0.8248999768691173,2.4874988691803983,1.4715203345540182,4.816787679047906,4.2697017425591435,3.777082090355762,3.2189450921685223,2
232,2.481848711311453,0.6142539683029031,2.6405656541385305,1.2734851869901005,5.721746215287221,4.242555899161694,4.596712903287471,3.136119280661771,2
233,1.2548251296216522,0.3867860362392563,1.3834646496185705,0.48446797033774364,2.789757360998866,4.046637098596074,2.3657628850664314,3.551516885505498,0
234,3.7987089944965,1.3719544994439037,2.7741091842915075,2.3089531784880726,5.463066129309644,4.865699785328338,4.286781082777421,3.6932403119714112,3
235,2.0848528881185424,1.0171205076204122,1.615530485748794,0.9929954149623336,4.400425326826375,4.12355960665216,3.7781607523521825,3.528519577315378,1
236,1.263001941757246,0.6945301907170726,1.3843267764653329,0.565205641923822,4.774640198615142,3.377430163934611,4.769517624825664,2.9864399173967846,0
237,1.6153874983675118,0.5790534714733807,1.7926911587997152,0.6756956515733432,4.737080226278301,4.172025001702397,4.024255036465653,3.470258638995021,0
238,2.934595332272042,1.037505946849903,2.3994021342615155,1.5756627320075691,5.296641101603673,4.710837609826115,4.290000473322792,3.6980246993323775,2
239,3.8397541125226673,1.7445664035066342,2.3882208824699087,2.310177297912381,6.147017006396063,5.03087681914842,5.136390232886984,4.147875083136126,3
240,2.214837926584579,1.297072027137263,1.392016779036453,1.0946524895112484,5.1933841615584395,3.9718188106294994,4.706591732678775,3.4997191610328224,1
241,2.885408971729626,0.9338090051761033,2.482692069633629,1.5490164831184219,4.9468486450300855,4.596054243749373,3.9000495173024734,3.5520717538627284,2
242,1.2439665291790847,0.6937060650196805,1.3851045817181875,0.5487291427785488,2.7841909686138635,3.383325230096489,2.3765302207920795,2.952780859589915,0
243,2.200460997516212,1.0978984098501694,1.6033779265920287,1.012149508750212,5.623782643608291,4.625486075546964,5.044880627588252,4.008515086155112,2
244,2.4924650666205386,1.3206653572600493,1.6218554032542618,1.2858277259842976,4.970727062674087,4.146181059446448,4.367634080264501,3.548369588377555,2
245,1.9426532268937482,0.4085961057951225,2.5600041492377223,0.8191806882405811,4.5933478886720485,4.742810177537678,3.508512223203404,3.6652595963353503,0
246,2.783577251073177,0.9813239255288484,2.3115936834261737,1.3807431377462096,6.3968262203043125,5.033155787176671,5.534631743719279,4.192567414081384,3
247,1.247005625557786,0.7000750158736799,1.3869915146831067,0.5594645364571398,2.7952974363940224,3.370551611355107,2.3576047845651416,2.666544399738864,0
248,2.0763805575131737,0.5347770016928678,2.3941082390955306,0.896831057046469,5.265691355475334,4.812510833644809,4.280792046258702,3.8086598129611065,1
249,1.3948672041295989,0.384010721470867,2.4793886592255774,0.48014149583445814,3.49844975692182,4.848676213486742,2.4729063118358394,3.8070086479943126,0
